Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
June,2020,Wet,"Overcast, cloudy but no precipitation",79,95,3,Summer
June,2020,Wet,Raining,340,444,12,Summer
June,2020,Wet,"Snowing, not including drifting snow",2,2,0,Summer
June,2020,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
June,2020,Wet,Visibility limitation,17,24,1,Summer
June,2020,Wet,Strong wind,1,1,0,Summer
June,2020,Wet,Other,2,5,0,Summer
June,2020,Wet,Clear and sunny,2,2,0,Summer
June,2020,"Snow (fresh, loose snow)","Snowing, not including drifting snow",1,1,0,Summer
June,2020,Icy,Clear and sunny,1,1,0,Summer
June,2020,Icy,Raining,1,1,0,Summer
June,2020,Icy,"Snowing, not including drifting snow",2,4,0,Summer
June,2020,Sand/gravel/dirt,Clear and sunny,53,78,2,Summer
June,2020,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",9,11,0,Summer
June,2020,Sand/gravel/dirt,Strong wind,1,1,0,Summer
June,2020,Sand/gravel/dirt,Clear and sunny,3,3,0,Summer
June,2020,Muddy,Clear and sunny,2,3,0,Summer
June,2020,Muddy,"Overcast, cloudy but no precipitation",2,5,0,Summer
June,2020,Muddy,Raining,2,2,0,Summer
June,2020,Muddy,Clear and sunny,1,1,0,Summer
June,2020,Oil,Clear and sunny,3,3,0,Summer
June,2020,Other,Clear and sunny,28,34,0,Summer
June,2020,Other,"Overcast, cloudy but no precipitation",1,1,0,Summer
June,2020,Other,Raining,3,3,0,Summer
June,2020,Other,"Freezing rain, sleet, hail",3,4,0,Summer
June,2020,Other,Visibility limitation,1,1,0,Summer
June,2020,Other,Clear and sunny,1,1,0,Summer
June,2020,Wet,Clear and sunny,9,12,0,Summer
June,2020,Wet,"Overcast, cloudy but no precipitation",4,4,0,Summer
June,2020,Wet,Clear and sunny,63,73,3,Summer
June,2021,"Dry, normal",Clear and sunny,6251,8162,125,Summer
June,2021,"Dry, normal","Overcast, cloudy but no precipitation",461,586,6,Summer
June,2021,"Dry, normal",Raining,9,13,0,Summer
June,2021,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
June,2021,"Dry, normal",Visibility limitation,17,23,1,Summer
June,2021,"Dry, normal",Strong wind,9,8,1,Summer
June,2021,"Dry, normal",Other,6,8,0,Summer
June,2021,"Dry, normal",Clear and sunny,38,44,0,Summer
June,2021,Wet,Clear and sunny,89,106,2,Summer
June,2021,Wet,"Overcast, cloudy but no precipitation",83,100,4,Summer
June,2021,Wet,Raining,534,724,8,Summer
June,2021,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
June,2021,Wet,Visibility limitation,9,13,0,Summer
June,2021,Wet,Strong wind,1,1,0,Summer
June,2021,Wet,Other,3,4,0,Summer
June,2021,Wet,Clear and sunny,3,6,0,Summer
June,2021,"Snow (fresh, loose snow)","Snowing, not including drifting snow",1,1,0,Summer
June,2021,Icy,"Overcast, cloudy but no precipitation",2,4,0,Summer
June,2021,Icy,"Snowing, not including drifting snow",2,4,0,Summer
June,2021,Sand/gravel/dirt,Clear and sunny,47,60,3,Summer
June,2021,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",6,8,0,Summer
June,2021,Sand/gravel/dirt,Raining,1,1,0,Summer
June,2021,Sand/gravel/dirt,Clear and sunny,1,1,0,Summer
June,2021,Muddy,Clear and sunny,2,3,0,Summer
June,2021,Muddy,"Overcast, cloudy but no precipitation",2,6,0,Summer
June,2021,Muddy,Raining,5,5,0,Summer
June,2021,Muddy,Clear and sunny,1,1,0,Summer
June,2021,Oil,Clear and sunny,3,5,0,Summer
June,2021,Other,Clear and sunny,24,26,0,Summer
June,2021,Other,"Overcast, cloudy but no precipitation",1,1,0,Summer
June,2021,Other,"Freezing rain, sleet, hail",5,7,0,Summer
June,2021,Other,Visibility limitation,1,1,0,Summer
June,2021,Other,Clear and sunny,1,1,0,Summer
June,2021,Wet,Clear and sunny,15,18,0,Summer
June,2021,Wet,"Overcast, cloudy but no precipitation",2,2,0,Summer
June,2021,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
June,2021,Wet,Strong wind,1,5,0,Summer
June,2021,Wet,Clear and sunny,54,65,2,Summer
July,2010,"Dry, normal",Clear and sunny,9439,13355,202,Summer
July,2010,"Dry, normal","Overcast, cloudy but no precipitation",713,985,14,Summer
July,2010,"Dry, normal",Raining,8,12,0,Summer
July,2010,"Dry, normal","Snowing, not including drifting snow",1,2,0,Summer
July,2010,"Dry, normal",Visibility limitation,43,63,1,Summer
July,2010,"Dry, normal",Strong wind,6,10,0,Summer
July,2010,"Dry, normal",Other,6,9,1,Summer
July,2010,"Dry, normal",Clear and sunny,17,22,0,Summer
July,2010,Wet,Clear and sunny,135,195,4,Summer
July,2010,Wet,"Overcast, cloudy but no precipitation",125,179,1,Summer
July,2010,Wet,Raining,674,987,16,Summer
July,2010,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2010,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
July,2010,Wet,Visibility limitation,16,22,0,Summer
July,2010,Wet,Strong wind,1,1,0,Summer
July,2010,Wet,Other,6,9,0,Summer
July,2010,Wet,Clear and sunny,4,4,0,Summer
July,2010,"Snow (fresh, loose snow)",Clear and sunny,2,6,0,Summer
July,2010,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",1,1,0,Summer
July,2010,"Snow (fresh, loose snow)",Visibility limitation,1,2,0,Summer
July,2010,"Slush, wet snow","Overcast, cloudy but no precipitation",1,1,0,Summer
July,2010,"Slush, wet snow","Snowing, not including drifting snow",1,1,0,Summer
July,2010,Sand/gravel/dirt,Clear and sunny,113,150,2,Summer
July,2010,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",15,15,1,Summer
July,2010,Sand/gravel/dirt,Raining,5,7,0,Summer
July,2010,Sand/gravel/dirt,Visibility limitation,2,3,0,Summer
July,2010,Sand/gravel/dirt,Clear and sunny,1,0,1,Summer
July,2010,Muddy,Clear and sunny,5,10,0,Summer
July,2010,Muddy,"Overcast, cloudy but no precipitation",7,7,2,Summer
July,2010,Muddy,Raining,2,2,0,Summer
July,2010,Muddy,Visibility limitation,2,2,0,Summer
July,2010,Oil,Clear and sunny,1,1,0,Summer
July,2010,Flooded,Raining,3,10,0,Summer
July,2010,Other,Clear and sunny,43,55,4,Summer
July,2010,Other,"Overcast, cloudy but no precipitation",2,6,1,Summer
July,2010,Other,Raining,1,1,0,Summer
July,2010,Other,"Freezing rain, sleet, hail",1,1,0,Summer
July,2010,Other,Strong wind,1,1,0,Summer
July,2010,Wet,Clear and sunny,43,50,0,Summer
July,2010,Wet,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2010,Wet,Raining,2,4,0,Summer
July,2010,Wet,"Snowing, not including drifting snow",1,2,0,Summer
July,2010,Wet,Clear and sunny,105,125,3,Summer
July,2011,"Dry, normal",Clear and sunny,9036,12402,187,Summer
July,2011,"Dry, normal","Overcast, cloudy but no precipitation",689,925,16,Summer
July,2011,"Dry, normal",Raining,11,13,0,Summer
July,2011,"Dry, normal","Snowing, not including drifting snow",1,2,0,Summer
July,2011,"Dry, normal",Visibility limitation,36,50,2,Summer
July,2011,"Dry, normal",Strong wind,7,8,0,Summer
July,2011,"Dry, normal",Other,17,22,0,Summer
July,2011,"Dry, normal",Clear and sunny,38,45,0,Summer
July,2011,Wet,Clear and sunny,130,188,3,Summer
July,2011,Wet,"Overcast, cloudy but no precipitation",145,194,1,Summer
July,2011,Wet,Raining,671,977,19,Summer
July,2011,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2011,Wet,"Freezing rain, sleet, hail",2,3,0,Summer
July,2011,Wet,Visibility limitation,11,14,1,Summer
July,2011,Wet,Strong wind,1,2,0,Summer
July,2011,Wet,Other,4,4,0,Summer
July,2011,Wet,Clear and sunny,5,7,0,Summer
July,2011,"Snow (fresh, loose snow)",Clear and sunny,1,1,0,Summer
July,2011,"Slush, wet snow",Clear and sunny,1,1,0,Summer
July,2011,"Slush, wet snow","Snowing, not including drifting snow",1,1,0,Summer
July,2011,Icy,Clear and sunny,2,2,0,Summer
July,2011,Sand/gravel/dirt,Clear and sunny,110,155,2,Summer
July,2011,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",11,16,0,Summer
July,2011,Sand/gravel/dirt,Visibility limitation,4,6,0,Summer
July,2011,Sand/gravel/dirt,Clear and sunny,2,2,0,Summer
July,2011,Muddy,Clear and sunny,6,7,0,Summer
July,2011,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2011,Muddy,Raining,4,8,0,Summer
July,2011,Oil,Clear and sunny,4,5,0,Summer
July,2011,Flooded,Raining,3,3,0,Summer
July,2011,Other,Clear and sunny,40,58,1,Summer
July,2011,Other,"Overcast, cloudy but no precipitation",1,2,0,Summer
July,2011,Other,Raining,1,2,0,Summer
July,2011,Other,"Freezing rain, sleet, hail",1,1,0,Summer
July,2011,Other,Visibility limitation,2,3,0,Summer
July,2011,Other,Other,2,2,0,Summer
July,2011,Other,Clear and sunny,1,2,0,Summer
July,2011,Wet,Clear and sunny,20,24,0,Summer
July,2011,Wet,"Overcast, cloudy but no precipitation",3,5,0,Summer
July,2011,Wet,Raining,1,2,0,Summer
July,2011,Wet,Clear and sunny,73,78,1,Summer
July,2012,"Dry, normal",Clear and sunny,9541,12884,165,Summer
July,2012,"Dry, normal","Overcast, cloudy but no precipitation",469,645,13,Summer
July,2012,"Dry, normal",Raining,5,5,0,Summer
July,2012,"Dry, normal",Visibility limitation,30,42,4,Summer
July,2012,"Dry, normal",Strong wind,6,8,0,Summer
July,2012,"Dry, normal",Other,7,10,0,Summer
July,2012,"Dry, normal",Clear and sunny,51,67,0,Summer
July,2012,Wet,Clear and sunny,141,198,3,Summer
July,2012,Wet,"Overcast, cloudy but no precipitation",105,141,0,Summer
July,2012,Wet,Raining,580,778,13,Summer
July,2012,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2012,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
July,2012,Wet,Visibility limitation,8,13,1,Summer
July,2012,Wet,Strong wind,1,1,0,Summer
July,2012,Wet,Other,3,6,0,Summer
July,2012,Wet,Clear and sunny,5,7,0,Summer
July,2012,"Snow (fresh, loose snow)",Clear and sunny,2,2,0,Summer
July,2012,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2012,"Slush, wet snow","Snowing, not including drifting snow",1,3,0,Summer
July,2012,Icy,Clear and sunny,2,2,0,Summer
July,2012,Sand/gravel/dirt,Clear and sunny,127,167,4,Summer
July,2012,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",8,10,0,Summer
July,2012,Sand/gravel/dirt,Raining,5,8,1,Summer
July,2012,Sand/gravel/dirt,Visibility limitation,5,10,0,Summer
July,2012,Sand/gravel/dirt,Clear and sunny,1,1,0,Summer
July,2012,Muddy,Clear and sunny,4,7,1,Summer
July,2012,Muddy,Raining,4,6,0,Summer
July,2012,Muddy,Clear and sunny,1,1,0,Summer
July,2012,Oil,Clear and sunny,8,9,0,Summer
July,2012,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2012,Oil,Raining,2,5,0,Summer
July,2012,Other,Clear and sunny,31,44,4,Summer
July,2012,Other,"Overcast, cloudy but no precipitation",1,2,0,Summer
July,2012,Other,"Freezing rain, sleet, hail",1,1,0,Summer
July,2012,Other,Visibility limitation,1,1,0,Summer
July,2012,Other,Other,3,3,1,Summer
July,2012,Other,Clear and sunny,1,1,0,Summer
July,2012,Wet,Clear and sunny,29,33,0,Summer
July,2012,Wet,"Overcast, cloudy but no precipitation",3,4,0,Summer
July,2012,Wet,Raining,2,3,0,Summer
July,2012,Wet,Visibility limitation,1,2,0,Summer
July,2012,Wet,Other,1,1,0,Summer
July,2012,Wet,Clear and sunny,75,89,3,Summer
July,2013,"Dry, normal",Clear and sunny,9247,12625,195,Summer
July,2013,"Dry, normal","Overcast, cloudy but no precipitation",533,716,13,Summer
July,2013,"Dry, normal",Raining,4,4,0,Summer
July,2013,"Dry, normal","Snowing, not including drifting snow",1,3,0,Summer
July,2013,"Dry, normal",Visibility limitation,36,50,2,Summer
July,2013,"Dry, normal",Strong wind,13,19,1,Summer
July,2013,"Dry, normal",Other,9,13,1,Summer
July,2013,"Dry, normal",Clear and sunny,54,69,0,Summer
July,2013,Wet,Clear and sunny,160,221,1,Summer
July,2013,Wet,"Overcast, cloudy but no precipitation",77,115,0,Summer
July,2013,Wet,Raining,748,1014,20,Summer
July,2013,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2013,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
July,2013,Wet,Visibility limitation,14,28,0,Summer
July,2013,Wet,Other,2,4,0,Summer
July,2013,Wet,Clear and sunny,5,9,0,Summer
July,2013,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2013,"Snow (fresh, loose snow)",Visibility limitation,1,1,0,Summer
July,2013,"Slush, wet snow",Clear and sunny,1,1,0,Summer
July,2013,"Slush, wet snow","Freezing rain, sleet, hail",1,2,0,Summer
July,2013,Sand/gravel/dirt,Clear and sunny,91,116,4,Summer
July,2013,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",10,11,0,Summer
July,2013,Sand/gravel/dirt,Raining,2,1,1,Summer
July,2013,Sand/gravel/dirt,Visibility limitation,1,4,0,Summer
July,2013,Sand/gravel/dirt,Clear and sunny,2,3,0,Summer
July,2013,Muddy,Clear and sunny,6,5,1,Summer
July,2013,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2013,Muddy,Raining,3,4,0,Summer
July,2013,Muddy,"Freezing rain, sleet, hail",1,1,0,Summer
July,2013,Oil,Clear and sunny,3,3,0,Summer
July,2013,Oil,Raining,2,6,0,Summer
July,2013,Other,Clear and sunny,43,57,4,Summer
July,2013,Other,"Overcast, cloudy but no precipitation",3,3,0,Summer
July,2013,Other,Raining,3,3,0,Summer
July,2013,Other,"Freezing rain, sleet, hail",1,1,0,Summer
July,2013,Other,Visibility limitation,1,2,0,Summer
July,2013,Wet,Clear and sunny,18,22,1,Summer
July,2013,Wet,"Overcast, cloudy but no precipitation",2,7,0,Summer
July,2013,Wet,Other,1,1,0,Summer
July,2013,Wet,Clear and sunny,51,59,1,Summer
July,2014,"Dry, normal",Clear and sunny,8387,11541,159,Summer
July,2014,"Dry, normal","Overcast, cloudy but no precipitation",609,841,10,Summer
July,2014,"Dry, normal",Raining,12,17,0,Summer
July,2014,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
July,2014,"Dry, normal",Visibility limitation,27,42,2,Summer
July,2014,"Dry, normal",Strong wind,12,12,0,Summer
July,2014,"Dry, normal",Other,4,4,0,Summer
July,2014,"Dry, normal",Clear and sunny,39,43,0,Summer
July,2014,Wet,Clear and sunny,147,220,2,Summer
July,2014,Wet,"Overcast, cloudy but no precipitation",115,151,1,Summer
July,2014,Wet,Raining,724,986,8,Summer
July,2014,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2014,Wet,"Freezing rain, sleet, hail",3,3,0,Summer
July,2014,Wet,Visibility limitation,11,14,1,Summer
July,2014,Wet,Strong wind,1,1,0,Summer
July,2014,Wet,Other,4,4,0,Summer
July,2014,Wet,Clear and sunny,3,4,0,Summer
July,2014,Icy,Clear and sunny,1,1,0,Summer
July,2014,Sand/gravel/dirt,Clear and sunny,92,124,3,Summer
July,2014,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",9,13,0,Summer
July,2014,Sand/gravel/dirt,Raining,1,1,0,Summer
July,2014,Sand/gravel/dirt,Visibility limitation,1,2,0,Summer
July,2014,Sand/gravel/dirt,Clear and sunny,3,3,0,Summer
July,2014,Muddy,Clear and sunny,7,7,0,Summer
July,2014,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2014,Muddy,Clear and sunny,1,1,0,Summer
July,2014,Oil,Clear and sunny,7,8,0,Summer
July,2014,Oil,"Overcast, cloudy but no precipitation",1,2,0,Summer
July,2014,Other,Clear and sunny,35,48,0,Summer
July,2014,Other,Raining,1,1,0,Summer
July,2014,Wet,Clear and sunny,7,10,0,Summer
July,2014,Wet,"Overcast, cloudy but no precipitation",4,6,0,Summer
July,2014,Wet,Visibility limitation,1,1,0,Summer
July,2014,Wet,Clear and sunny,58,67,1,Summer
July,2015,"Dry, normal",Clear and sunny,8884,12171,164,Summer
July,2015,"Dry, normal","Overcast, cloudy but no precipitation",628,885,21,Summer
July,2015,"Dry, normal",Raining,9,12,1,Summer
July,2015,"Dry, normal",Visibility limitation,62,92,5,Summer
July,2015,"Dry, normal",Strong wind,1,1,0,Summer
July,2015,"Dry, normal",Other,11,16,1,Summer
July,2015,"Dry, normal",Clear and sunny,59,75,0,Summer
July,2015,Wet,Clear and sunny,109,151,1,Summer
July,2015,Wet,"Overcast, cloudy but no precipitation",137,184,1,Summer
July,2015,Wet,Raining,664,904,14,Summer
July,2015,Wet,"Snowing, not including drifting snow",2,2,0,Summer
July,2015,Wet,"Freezing rain, sleet, hail",2,4,0,Summer
July,2015,Wet,Visibility limitation,21,29,1,Summer
July,2015,Wet,Strong wind,1,1,0,Summer
July,2015,Wet,Clear and sunny,5,8,0,Summer
July,2015,"Snow (fresh, loose snow)",Clear and sunny,2,2,0,Summer
July,2015,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",1,1,0,Summer
July,2015,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2015,"Slush, wet snow","Snowing, not including drifting snow",1,2,0,Summer
July,2015,"Slush, wet snow","Freezing rain, sleet, hail",1,3,0,Summer
July,2015,Icy,Clear and sunny,1,1,0,Summer
July,2015,Sand/gravel/dirt,Clear and sunny,104,139,2,Summer
July,2015,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",7,13,3,Summer
July,2015,Sand/gravel/dirt,Visibility limitation,6,7,0,Summer
July,2015,Sand/gravel/dirt,Clear and sunny,3,4,0,Summer
July,2015,Muddy,Clear and sunny,3,3,0,Summer
July,2015,Muddy,"Overcast, cloudy but no precipitation",2,2,0,Summer
July,2015,Muddy,Raining,3,3,0,Summer
July,2015,Muddy,Visibility limitation,2,2,0,Summer
July,2015,Muddy,Other,1,1,0,Summer
July,2015,Oil,Clear and sunny,7,10,0,Summer
July,2015,Flooded,Raining,3,3,0,Summer
July,2015,Other,Clear and sunny,31,43,2,Summer
July,2015,Other,Raining,1,1,0,Summer
July,2015,Other,Visibility limitation,1,1,0,Summer
July,2015,Wet,Clear and sunny,12,19,0,Summer
July,2015,Wet,"Overcast, cloudy but no precipitation",3,3,0,Summer
July,2015,Wet,Raining,1,1,0,Summer
July,2015,Wet,Visibility limitation,2,2,0,Summer
July,2015,Wet,Clear and sunny,51,53,2,Summer
July,2016,"Dry, normal",Clear and sunny,8492,11659,148,Summer
July,2016,"Dry, normal","Overcast, cloudy but no precipitation",730,1016,22,Summer
July,2016,"Dry, normal",Raining,6,8,0,Summer
July,2016,"Dry, normal",Visibility limitation,16,22,0,Summer
July,2016,"Dry, normal",Strong wind,5,7,0,Summer
July,2016,"Dry, normal",Other,8,12,0,Summer
July,2016,"Dry, normal",Clear and sunny,63,73,1,Summer
July,2016,Wet,Clear and sunny,134,187,2,Summer
July,2016,Wet,"Overcast, cloudy but no precipitation",138,184,2,Summer
July,2016,Wet,Raining,658,900,6,Summer
July,2016,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
July,2016,Wet,Visibility limitation,17,20,1,Summer
July,2016,Wet,Strong wind,2,2,0,Summer
July,2016,Wet,Other,5,6,0,Summer
July,2016,Wet,Clear and sunny,8,13,0,Summer
July,2016,Icy,Clear and sunny,1,1,0,Summer
July,2016,Icy,"Freezing rain, sleet, hail",1,3,0,Summer
July,2016,Sand/gravel/dirt,Clear and sunny,96,119,2,Summer
July,2016,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",8,8,0,Summer
July,2016,Sand/gravel/dirt,Raining,4,4,0,Summer
July,2016,Sand/gravel/dirt,Visibility limitation,2,3,0,Summer
July,2016,Sand/gravel/dirt,Other,1,1,0,Summer
July,2016,Sand/gravel/dirt,Clear and sunny,2,4,0,Summer
July,2016,Muddy,Clear and sunny,5,6,0,Summer
July,2016,Muddy,Raining,5,5,0,Summer
July,2016,Muddy,Other,1,1,0,Summer
July,2016,Oil,Clear and sunny,4,5,0,Summer
July,2016,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2016,Flooded,Raining,3,3,0,Summer
July,2016,Flooded,Other,1,1,0,Summer
July,2016,Other,Clear and sunny,26,31,0,Summer
July,2016,Other,"Overcast, cloudy but no precipitation",1,2,0,Summer
July,2016,Other,Visibility limitation,2,2,0,Summer
July,2016,Other,Other,1,1,0,Summer
July,2016,Other,Clear and sunny,1,2,0,Summer
July,2016,Wet,Clear and sunny,12,14,1,Summer
July,2016,Wet,"Overcast, cloudy but no precipitation",3,3,0,Summer
July,2016,Wet,Raining,2,5,0,Summer
July,2016,Wet,Clear and sunny,68,91,2,Summer
July,2017,"Dry, normal",Clear and sunny,8537,11702,180,Summer
July,2017,"Dry, normal","Overcast, cloudy but no precipitation",525,680,11,Summer
July,2017,"Dry, normal",Raining,3,6,0,Summer
July,2017,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
July,2017,"Dry, normal",Visibility limitation,48,75,1,Summer
July,2017,"Dry, normal",Strong wind,4,4,0,Summer
July,2017,"Dry, normal",Other,4,7,0,Summer
July,2017,"Dry, normal",Clear and sunny,42,55,1,Summer
July,2017,Wet,Clear and sunny,111,161,3,Summer
July,2017,Wet,"Overcast, cloudy but no precipitation",135,192,2,Summer
July,2017,Wet,Raining,619,845,11,Summer
July,2017,Wet,"Snowing, not including drifting snow",1,2,0,Summer
July,2017,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
July,2017,Wet,Visibility limitation,16,19,1,Summer
July,2017,Wet,Other,3,4,0,Summer
July,2017,Wet,Clear and sunny,1,1,0,Summer
July,2017,"Slush, wet snow",Clear and sunny,1,1,0,Summer
July,2017,Icy,Raining,1,1,0,Summer
July,2017,Sand/gravel/dirt,Clear and sunny,81,100,1,Summer
July,2017,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",9,17,0,Summer
July,2017,Sand/gravel/dirt,Raining,3,5,0,Summer
July,2017,Sand/gravel/dirt,Visibility limitation,5,9,0,Summer
July,2017,Sand/gravel/dirt,Clear and sunny,2,2,0,Summer
July,2017,Muddy,Clear and sunny,7,8,0,Summer
July,2017,Muddy,Raining,1,1,0,Summer
July,2017,Oil,Clear and sunny,4,5,0,Summer
July,2017,Flooded,Raining,3,3,0,Summer
July,2017,Other,Clear and sunny,32,39,2,Summer
July,2017,Other,Raining,3,3,0,Summer
July,2017,Other,Visibility limitation,1,1,0,Summer
July,2017,Other,Other,2,2,0,Summer
July,2017,Wet,Clear and sunny,14,17,1,Summer
July,2017,Wet,"Overcast, cloudy but no precipitation",4,4,0,Summer
July,2017,Wet,Raining,2,2,0,Summer
July,2017,Wet,Other,1,1,0,Summer
July,2017,Wet,Clear and sunny,74,87,3,Summer
July,2018,"Dry, normal",Clear and sunny,8587,11635,178,Summer
July,2018,"Dry, normal","Overcast, cloudy but no precipitation",458,614,10,Summer
July,2018,"Dry, normal",Raining,10,13,0,Summer
July,2018,"Dry, normal",Visibility limitation,35,47,3,Summer
July,2018,"Dry, normal",Strong wind,5,4,1,Summer
July,2018,"Dry, normal",Other,4,4,0,Summer
July,2018,"Dry, normal",Clear and sunny,44,61,0,Summer
July,2018,Wet,Clear and sunny,109,158,1,Summer
July,2018,Wet,"Overcast, cloudy but no precipitation",85,117,3,Summer
July,2018,Wet,Raining,474,664,8,Summer
July,2018,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2018,Wet,"Freezing rain, sleet, hail",1,0,1,Summer
July,2018,Wet,Visibility limitation,12,14,0,Summer
July,2018,Wet,Other,4,6,0,Summer
July,2018,Wet,Clear and sunny,2,2,0,Summer
July,2018,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2018,"Snow (fresh, loose snow)",Clear and sunny,1,1,0,Summer
July,2018,Icy,Clear and sunny,1,1,0,Summer
July,2018,Icy,Raining,1,2,0,Summer
July,2018,Icy,Clear and sunny,2,2,0,Summer
July,2018,Sand/gravel/dirt,Clear and sunny,91,112,3,Summer
July,2018,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",6,5,1,Summer
July,2018,Sand/gravel/dirt,Raining,2,2,0,Summer
July,2018,Sand/gravel/dirt,Visibility limitation,3,6,0,Summer
July,2018,Sand/gravel/dirt,Other,1,1,0,Summer
July,2018,Sand/gravel/dirt,Clear and sunny,2,4,0,Summer
July,2018,Muddy,Clear and sunny,5,5,0,Summer
July,2018,Muddy,"Overcast, cloudy but no precipitation",2,2,0,Summer
July,2018,Muddy,Raining,5,5,0,Summer
July,2018,Muddy,Other,1,1,0,Summer
July,2018,Oil,Clear and sunny,4,4,0,Summer
July,2018,Flooded,Other,1,1,0,Summer
July,2018,Other,Clear and sunny,24,32,0,Summer
July,2018,Other,"Overcast, cloudy but no precipitation",1,2,1,Summer
July,2018,Other,"Snowing, not including drifting snow",1,1,0,Summer
July,2018,Other,Visibility limitation,2,4,0,Summer
July,2018,Other,Other,1,1,0,Summer
July,2018,Wet,Clear and sunny,12,13,2,Summer
July,2018,Wet,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2018,Wet,Clear and sunny,60,68,2,Summer
July,2019,"Dry, normal",Clear and sunny,7963,10866,152,Summer
July,2019,"Dry, normal","Overcast, cloudy but no precipitation",513,677,11,Summer
July,2019,"Dry, normal",Raining,9,14,0,Summer
July,2019,"Dry, normal",Visibility limitation,32,36,2,Summer
July,2019,"Dry, normal",Strong wind,5,6,0,Summer
July,2019,"Dry, normal",Other,6,9,0,Summer
July,2019,"Dry, normal",Clear and sunny,42,50,0,Summer
July,2019,Wet,Clear and sunny,104,126,3,Summer
July,2019,Wet,"Overcast, cloudy but no precipitation",94,129,0,Summer
July,2019,Wet,Raining,484,639,10,Summer
July,2019,Wet,"Freezing rain, sleet, hail",4,5,0,Summer
July,2019,Wet,Visibility limitation,12,13,0,Summer
July,2019,Wet,Strong wind,2,2,0,Summer
July,2019,Wet,Other,3,5,0,Summer
July,2019,Wet,Clear and sunny,6,8,0,Summer
July,2019,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2019,Icy,Clear and sunny,1,1,0,Summer
July,2019,Sand/gravel/dirt,Clear and sunny,72,94,2,Summer
July,2019,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",8,8,0,Summer
July,2019,Sand/gravel/dirt,Raining,1,1,0,Summer
July,2019,Sand/gravel/dirt,Visibility limitation,2,3,0,Summer
July,2019,Sand/gravel/dirt,Strong wind,1,1,0,Summer
July,2019,Sand/gravel/dirt,Clear and sunny,2,4,0,Summer
July,2019,Muddy,Clear and sunny,2,2,0,Summer
July,2019,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2019,Muddy,Raining,1,1,0,Summer
July,2019,Muddy,Other,1,1,0,Summer
July,2019,Oil,Clear and sunny,3,3,0,Summer
July,2019,Flooded,Other,1,1,0,Summer
July,2019,Other,Clear and sunny,16,19,3,Summer
July,2019,Other,Raining,3,3,0,Summer
July,2019,Other,"Freezing rain, sleet, hail",1,1,0,Summer
July,2019,Other,Visibility limitation,1,1,0,Summer
July,2019,Other,Other,3,4,0,Summer
July,2019,Wet,Clear and sunny,9,16,0,Summer
July,2019,Wet,"Overcast, cloudy but no precipitation",3,2,1,Summer
July,2019,Wet,Raining,1,1,0,Summer
July,2019,Wet,Visibility limitation,1,1,0,Summer
July,2019,Wet,Other,2,1,1,Summer
